"","spoilage_type","scenario","day","mean","sd"
"1","NotSpoiled","MB_MeanSpoilType_CT","1",0,0
"2","NotSpoiled","MB_MeanSpoilType_CT","2",0,0
"3","NotSpoiled","MB_MeanSpoilType_CT","3",0,0
"4","NotSpoiled","MB_MeanSpoilType_CT","4",0,0
"5","NotSpoiled","MB_MeanSpoilType_CT","5",0,0
"6","NotSpoiled","MB_MeanSpoilType_CT","6",0,0
"7","NotSpoiled","MB_MeanSpoilType_CT","7",0,0
"8","NotSpoiled","MB_MeanSpoilType_CT","8",0,0
"9","NotSpoiled","MB_MeanSpoilType_CT","9",0,0
"10","NotSpoiled","MB_MeanSpoilType_CT","10",0,0
"11","NotSpoiled","MB_MeanSpoilType_CT","11",0,0
"12","NotSpoiled","MB_MeanSpoilType_CT","12",0,0
"13","NotSpoiled","MB_MeanSpoilType_CT","13",0,0
"14","NotSpoiled","MB_MeanSpoilType_CT","14",0,0
"15","NotSpoiled","MB_MeanSpoilType_CT","15",0,0
"16","NotSpoiled","MB_MeanSpoilType_CT","16",0,0
"17","NotSpoiled","MB_MeanSpoilType_CT","17",0,0
"18","NotSpoiled","MB_MeanSpoilType_CT","18",0,0
"19","NotSpoiled","MB_MeanSpoilType_CT","19",0,0
"20","NotSpoiled","MB_MeanSpoilType_CT","20",0,0
"21","NotSpoiled","MB_MeanSpoilType_CT","21",0,0
"22","NotSpoiled","MB_MeanSpoilType_CT","22",0,0
"23","NotSpoiled","MB_MeanSpoilType_CT","23",0,0
"24","NotSpoiled","MB_MeanSpoilType_CT","24",0,0
"25","NotSpoiled","MB_MeanSpoilType_CT","25",0,0
"26","NotSpoiled","MB_MeanSpoilType_CT","26",0,0
"27","NotSpoiled","MB_MeanSpoilType_CT","27",0,0
"28","NotSpoiled","MB_MeanSpoilType_CT","28",0,0
"29","NotSpoiled","MB_MeanSpoilType_CT","29",0,0
"30","NotSpoiled","MB_MeanSpoilType_CT","30",0,0
"31","NotSpoiled","MB_MeanSpoilType_CT","31",0,0
"32","NotSpoiled","MB_MeanSpoilType_CT","32",0,0
"33","NotSpoiled","MB_MeanSpoilType_CT","33",0,0
"34","NotSpoiled","MB_MeanSpoilType_CT","34",0,0
"35","NotSpoiled","MB_MeanSpoilType_CT","35",0,0
"36","NotSpoiled","MB_MeanSpoilType_LT","1",0,0
"37","NotSpoiled","MB_MeanSpoilType_LT","2",0,0
"38","NotSpoiled","MB_MeanSpoilType_LT","3",0,0
"39","NotSpoiled","MB_MeanSpoilType_LT","4",0,0
"40","NotSpoiled","MB_MeanSpoilType_LT","5",0,0
"41","NotSpoiled","MB_MeanSpoilType_LT","6",0,0
"42","NotSpoiled","MB_MeanSpoilType_LT","7",0,0
"43","NotSpoiled","MB_MeanSpoilType_LT","8",0,0
"44","NotSpoiled","MB_MeanSpoilType_LT","9",0,0
"45","NotSpoiled","MB_MeanSpoilType_LT","10",0,0
"46","NotSpoiled","MB_MeanSpoilType_LT","11",0,0
"47","NotSpoiled","MB_MeanSpoilType_LT","12",0,0
"48","NotSpoiled","MB_MeanSpoilType_LT","13",0,0
"49","NotSpoiled","MB_MeanSpoilType_LT","14",0,0
"50","NotSpoiled","MB_MeanSpoilType_LT","15",0,0
"51","NotSpoiled","MB_MeanSpoilType_LT","16",0,0
"52","NotSpoiled","MB_MeanSpoilType_LT","17",0,0
"53","NotSpoiled","MB_MeanSpoilType_LT","18",0,0
"54","NotSpoiled","MB_MeanSpoilType_LT","19",0,0
"55","NotSpoiled","MB_MeanSpoilType_LT","20",0,0
"56","NotSpoiled","MB_MeanSpoilType_LT","21",0,0
"57","NotSpoiled","MB_MeanSpoilType_LT","22",0,0
"58","NotSpoiled","MB_MeanSpoilType_LT","23",0,0
"59","NotSpoiled","MB_MeanSpoilType_LT","24",0,0
"60","NotSpoiled","MB_MeanSpoilType_LT","25",0,0
"61","NotSpoiled","MB_MeanSpoilType_LT","26",0,0
"62","NotSpoiled","MB_MeanSpoilType_LT","27",0,0
"63","NotSpoiled","MB_MeanSpoilType_LT","28",0,0
"64","NotSpoiled","MB_MeanSpoilType_LT","29",0,0
"65","NotSpoiled","MB_MeanSpoilType_LT","30",0,0
"66","NotSpoiled","MB_MeanSpoilType_LT","31",0,0
"67","NotSpoiled","MB_MeanSpoilType_LT","32",0,0
"68","NotSpoiled","MB_MeanSpoilType_LT","33",0,0
"69","NotSpoiled","MB_MeanSpoilType_LT","34",0,0
"70","NotSpoiled","MB_MeanSpoilType_LT","35",0,0
"71","NotSpoiled","NB_MeanSpoilType_CT","1",0,0
"72","NotSpoiled","NB_MeanSpoilType_CT","2",0,0
"73","NotSpoiled","NB_MeanSpoilType_CT","3",0,0
"74","NotSpoiled","NB_MeanSpoilType_CT","4",0,0
"75","NotSpoiled","NB_MeanSpoilType_CT","5",0,0
"76","NotSpoiled","NB_MeanSpoilType_CT","6",0,0
"77","NotSpoiled","NB_MeanSpoilType_CT","7",0,0
"78","NotSpoiled","NB_MeanSpoilType_CT","8",0,0
"79","NotSpoiled","NB_MeanSpoilType_CT","9",0,0
"80","NotSpoiled","NB_MeanSpoilType_CT","10",0,0
"81","NotSpoiled","NB_MeanSpoilType_CT","11",0,0
"82","NotSpoiled","NB_MeanSpoilType_CT","12",0,0
"83","NotSpoiled","NB_MeanSpoilType_CT","13",0,0
"84","NotSpoiled","NB_MeanSpoilType_CT","14",0,0
"85","NotSpoiled","NB_MeanSpoilType_CT","15",0,0
"86","NotSpoiled","NB_MeanSpoilType_CT","16",0,0
"87","NotSpoiled","NB_MeanSpoilType_CT","17",0,0
"88","NotSpoiled","NB_MeanSpoilType_CT","18",0,0
"89","NotSpoiled","NB_MeanSpoilType_CT","19",0,0
"90","NotSpoiled","NB_MeanSpoilType_CT","20",0,0
"91","NotSpoiled","NB_MeanSpoilType_CT","21",0,0
"92","NotSpoiled","NB_MeanSpoilType_CT","22",0,0
"93","NotSpoiled","NB_MeanSpoilType_CT","23",0,0
"94","NotSpoiled","NB_MeanSpoilType_CT","24",0,0
"95","NotSpoiled","NB_MeanSpoilType_CT","25",0,0
"96","NotSpoiled","NB_MeanSpoilType_CT","26",0,0
"97","NotSpoiled","NB_MeanSpoilType_CT","27",0,0
"98","NotSpoiled","NB_MeanSpoilType_CT","28",0,0
"99","NotSpoiled","NB_MeanSpoilType_CT","29",0,0
"100","NotSpoiled","NB_MeanSpoilType_CT","30",0,0
"101","NotSpoiled","NB_MeanSpoilType_CT","31",0,0
"102","NotSpoiled","NB_MeanSpoilType_CT","32",0,0
"103","NotSpoiled","NB_MeanSpoilType_CT","33",0,0
"104","NotSpoiled","NB_MeanSpoilType_CT","34",0,0
"105","NotSpoiled","NB_MeanSpoilType_CT","35",0,0
"106","NotSpoiled","NB_MeanSpoilType_LT","1",0,0
"107","NotSpoiled","NB_MeanSpoilType_LT","2",0,0
"108","NotSpoiled","NB_MeanSpoilType_LT","3",0,0
"109","NotSpoiled","NB_MeanSpoilType_LT","4",0,0
"110","NotSpoiled","NB_MeanSpoilType_LT","5",0,0
"111","NotSpoiled","NB_MeanSpoilType_LT","6",0,0
"112","NotSpoiled","NB_MeanSpoilType_LT","7",0,0
"113","NotSpoiled","NB_MeanSpoilType_LT","8",0,0
"114","NotSpoiled","NB_MeanSpoilType_LT","9",0,0
"115","NotSpoiled","NB_MeanSpoilType_LT","10",0,0
"116","NotSpoiled","NB_MeanSpoilType_LT","11",0,0
"117","NotSpoiled","NB_MeanSpoilType_LT","12",0,0
"118","NotSpoiled","NB_MeanSpoilType_LT","13",0,0
"119","NotSpoiled","NB_MeanSpoilType_LT","14",0,0
"120","NotSpoiled","NB_MeanSpoilType_LT","15",0,0
"121","NotSpoiled","NB_MeanSpoilType_LT","16",0,0
"122","NotSpoiled","NB_MeanSpoilType_LT","17",0,0
"123","NotSpoiled","NB_MeanSpoilType_LT","18",0,0
"124","NotSpoiled","NB_MeanSpoilType_LT","19",0,0
"125","NotSpoiled","NB_MeanSpoilType_LT","20",0,0
"126","NotSpoiled","NB_MeanSpoilType_LT","21",0,0
"127","NotSpoiled","NB_MeanSpoilType_LT","22",0,0
"128","NotSpoiled","NB_MeanSpoilType_LT","23",0,0
"129","NotSpoiled","NB_MeanSpoilType_LT","24",0,0
"130","NotSpoiled","NB_MeanSpoilType_LT","25",0,0
"131","NotSpoiled","NB_MeanSpoilType_LT","26",0,0
"132","NotSpoiled","NB_MeanSpoilType_LT","27",0,0
"133","NotSpoiled","NB_MeanSpoilType_LT","28",0,0
"134","NotSpoiled","NB_MeanSpoilType_LT","29",0,0
"135","NotSpoiled","NB_MeanSpoilType_LT","30",0,0
"136","NotSpoiled","NB_MeanSpoilType_LT","31",0,0
"137","NotSpoiled","NB_MeanSpoilType_LT","32",0,0
"138","NotSpoiled","NB_MeanSpoilType_LT","33",0,0
"139","NotSpoiled","NB_MeanSpoilType_LT","34",0,0
"140","NotSpoiled","NB_MeanSpoilType_LT","35",0,0
"141","NotSpoiled","TB_MeanSpoilType_CT","1",0,0
"142","NotSpoiled","TB_MeanSpoilType_CT","2",0,0
"143","NotSpoiled","TB_MeanSpoilType_CT","3",0,0
"144","NotSpoiled","TB_MeanSpoilType_CT","4",0,0
"145","NotSpoiled","TB_MeanSpoilType_CT","5",0,0
"146","NotSpoiled","TB_MeanSpoilType_CT","6",0,0
"147","NotSpoiled","TB_MeanSpoilType_CT","7",0,0
"148","NotSpoiled","TB_MeanSpoilType_CT","8",0,0
"149","NotSpoiled","TB_MeanSpoilType_CT","9",0,0
"150","NotSpoiled","TB_MeanSpoilType_CT","10",0,0
"151","NotSpoiled","TB_MeanSpoilType_CT","11",0,0
"152","NotSpoiled","TB_MeanSpoilType_CT","12",0,0
"153","NotSpoiled","TB_MeanSpoilType_CT","13",0,0
"154","NotSpoiled","TB_MeanSpoilType_CT","14",0,0
"155","NotSpoiled","TB_MeanSpoilType_CT","15",0,0
"156","NotSpoiled","TB_MeanSpoilType_CT","16",0,0
"157","NotSpoiled","TB_MeanSpoilType_CT","17",0,0
"158","NotSpoiled","TB_MeanSpoilType_CT","18",0,0
"159","NotSpoiled","TB_MeanSpoilType_CT","19",0,0
"160","NotSpoiled","TB_MeanSpoilType_CT","20",0,0
"161","NotSpoiled","TB_MeanSpoilType_CT","21",0,0
"162","NotSpoiled","TB_MeanSpoilType_CT","22",0,0
"163","NotSpoiled","TB_MeanSpoilType_CT","23",0,0
"164","NotSpoiled","TB_MeanSpoilType_CT","24",0,0
"165","NotSpoiled","TB_MeanSpoilType_CT","25",0,0
"166","NotSpoiled","TB_MeanSpoilType_CT","26",0,0
"167","NotSpoiled","TB_MeanSpoilType_CT","27",0,0
"168","NotSpoiled","TB_MeanSpoilType_CT","28",0,0
"169","NotSpoiled","TB_MeanSpoilType_CT","29",0,0
"170","NotSpoiled","TB_MeanSpoilType_CT","30",0,0
"171","NotSpoiled","TB_MeanSpoilType_CT","31",0,0
"172","NotSpoiled","TB_MeanSpoilType_CT","32",0,0
"173","NotSpoiled","TB_MeanSpoilType_CT","33",0,0
"174","NotSpoiled","TB_MeanSpoilType_CT","34",0,0
"175","NotSpoiled","TB_MeanSpoilType_CT","35",0,0
"176","NotSpoiled","TB_MeanSpoilType_LT","1",0,0
"177","NotSpoiled","TB_MeanSpoilType_LT","2",0,0
"178","NotSpoiled","TB_MeanSpoilType_LT","3",0,0
"179","NotSpoiled","TB_MeanSpoilType_LT","4",0,0
"180","NotSpoiled","TB_MeanSpoilType_LT","5",0,0
"181","NotSpoiled","TB_MeanSpoilType_LT","6",0,0
"182","NotSpoiled","TB_MeanSpoilType_LT","7",0,0
"183","NotSpoiled","TB_MeanSpoilType_LT","8",0,0
"184","NotSpoiled","TB_MeanSpoilType_LT","9",0,0
"185","NotSpoiled","TB_MeanSpoilType_LT","10",0,0
"186","NotSpoiled","TB_MeanSpoilType_LT","11",0,0
"187","NotSpoiled","TB_MeanSpoilType_LT","12",0,0
"188","NotSpoiled","TB_MeanSpoilType_LT","13",0,0
"189","NotSpoiled","TB_MeanSpoilType_LT","14",0,0
"190","NotSpoiled","TB_MeanSpoilType_LT","15",0,0
"191","NotSpoiled","TB_MeanSpoilType_LT","16",0,0
"192","NotSpoiled","TB_MeanSpoilType_LT","17",0,0
"193","NotSpoiled","TB_MeanSpoilType_LT","18",0,0
"194","NotSpoiled","TB_MeanSpoilType_LT","19",0,0
"195","NotSpoiled","TB_MeanSpoilType_LT","20",0,0
"196","NotSpoiled","TB_MeanSpoilType_LT","21",0,0
"197","NotSpoiled","TB_MeanSpoilType_LT","22",0,0
"198","NotSpoiled","TB_MeanSpoilType_LT","23",0,0
"199","NotSpoiled","TB_MeanSpoilType_LT","24",0,0
"200","NotSpoiled","TB_MeanSpoilType_LT","25",0,0
"201","NotSpoiled","TB_MeanSpoilType_LT","26",0,0
"202","NotSpoiled","TB_MeanSpoilType_LT","27",0,0
"203","NotSpoiled","TB_MeanSpoilType_LT","28",0,0
"204","NotSpoiled","TB_MeanSpoilType_LT","29",0,0
"205","NotSpoiled","TB_MeanSpoilType_LT","30",0,0
"206","NotSpoiled","TB_MeanSpoilType_LT","31",0,0
"207","NotSpoiled","TB_MeanSpoilType_LT","32",0,0
"208","NotSpoiled","TB_MeanSpoilType_LT","33",0,0
"209","NotSpoiled","TB_MeanSpoilType_LT","34",0,0
"210","NotSpoiled","TB_MeanSpoilType_LT","35",0,0
"211","ppc","MB_MeanSpoilType_CT","1",-0.765736555469529,0.979387390791334
"212","ppc","MB_MeanSpoilType_CT","2",0.510904211470933,1.35617832809833
"213","ppc","MB_MeanSpoilType_CT","3",3.00983075809095,1.55050398527345
"214","ppc","MB_MeanSpoilType_CT","4",5.17446014152108,2.39386775059973
"215","ppc","MB_MeanSpoilType_CT","5",5.96303776323247,2.01441239155707
"216","ppc","MB_MeanSpoilType_CT","6",6.59761738237584,1.57707624888196
"217","ppc","MB_MeanSpoilType_CT","7",7.14925325098059,1.18795439058105
"218","ppc","MB_MeanSpoilType_CT","8",7.54625558426059,0.829364965707948
"219","ppc","MB_MeanSpoilType_CT","9",7.78719557029777,0.526890540354803
"220","ppc","MB_MeanSpoilType_CT","10",7.92364037550077,0.351347873993113
"221","ppc","MB_MeanSpoilType_CT","11",7.97464512714574,0.311358219195872
"222","ppc","MB_MeanSpoilType_CT","12",7.98931437684799,0.327733228421348
"223","ppc","MB_MeanSpoilType_CT","13",7.99089275910861,0.33222153457051
"224","ppc","MB_MeanSpoilType_CT","14",7.99089275910861,0.33222153457051
"225","ppc","MB_MeanSpoilType_CT","15",7.99089275910861,0.33222153457051
"226","ppc","MB_MeanSpoilType_CT","16",7.99089275910861,0.33222153457051
"227","ppc","MB_MeanSpoilType_CT","17",7.99089275910861,0.33222153457051
"228","ppc","MB_MeanSpoilType_CT","18",7.99089275910861,0.33222153457051
"229","ppc","MB_MeanSpoilType_CT","19",7.99089275910861,0.33222153457051
"230","ppc","MB_MeanSpoilType_CT","20",7.99089275910861,0.33222153457051
"231","ppc","MB_MeanSpoilType_CT","21",7.99089275910861,0.33222153457051
"232","ppc","MB_MeanSpoilType_CT","22",7.99089275910861,0.33222153457051
"233","ppc","MB_MeanSpoilType_CT","23",7.99089275910861,0.33222153457051
"234","ppc","MB_MeanSpoilType_CT","24",7.99089275910861,0.33222153457051
"235","ppc","MB_MeanSpoilType_CT","25",7.99089275910861,0.33222153457051
"236","ppc","MB_MeanSpoilType_CT","26",7.99089275910861,0.33222153457051
"237","ppc","MB_MeanSpoilType_CT","27",7.99089275910861,0.33222153457051
"238","ppc","MB_MeanSpoilType_CT","28",7.99089275910861,0.33222153457051
"239","ppc","MB_MeanSpoilType_CT","29",7.99089275910861,0.33222153457051
"240","ppc","MB_MeanSpoilType_CT","30",7.99089275910861,0.33222153457051
"241","ppc","MB_MeanSpoilType_CT","31",7.99089275910861,0.33222153457051
"242","ppc","MB_MeanSpoilType_CT","32",7.99089275910861,0.33222153457051
"243","ppc","MB_MeanSpoilType_CT","33",7.99089275910861,0.33222153457051
"244","ppc","MB_MeanSpoilType_CT","34",7.99089275910861,0.33222153457051
"245","ppc","MB_MeanSpoilType_CT","35",7.99089275910861,0.33222153457051
"246","ppc","MB_MeanSpoilType_LT","1",-1.0717581260032,1.00381325302604
"247","ppc","MB_MeanSpoilType_LT","2",-0.394395838098549,1.69300316812111
"248","ppc","MB_MeanSpoilType_LT","3",0.470143022001574,2.28668919862765
"249","ppc","MB_MeanSpoilType_LT","4",1.43368161669219,2.79725958253356
"250","ppc","MB_MeanSpoilType_LT","5",2.34610374700008,3.10779197616577
"251","ppc","MB_MeanSpoilType_LT","6",3.14226962173465,3.25647585711582
"252","ppc","MB_MeanSpoilType_LT","7",3.76046392438615,3.251937430101
"253","ppc","MB_MeanSpoilType_LT","8",4.27381550615068,3.21150738939262
"254","ppc","MB_MeanSpoilType_LT","9",4.71801225928074,3.17073595790561
"255","ppc","MB_MeanSpoilType_LT","10",5.08135316673611,3.12134505586024
"256","ppc","MB_MeanSpoilType_LT","11",5.38311983662943,3.05149245867739
"257","ppc","MB_MeanSpoilType_LT","12",5.64439101451944,2.97977676885827
"258","ppc","MB_MeanSpoilType_LT","13",5.87228561050263,2.90720526590827
"259","ppc","MB_MeanSpoilType_LT","14",6.07902694629142,2.84455237465519
"260","ppc","MB_MeanSpoilType_LT","15",6.25305399004004,2.78345616143547
"261","ppc","MB_MeanSpoilType_LT","16",6.39572734824116,2.7209996545902
"262","ppc","MB_MeanSpoilType_LT","17",6.51970368827626,2.65779921027933
"263","ppc","MB_MeanSpoilType_LT","18",6.63328763703777,2.60335580973743
"264","ppc","MB_MeanSpoilType_LT","19",6.72872570089468,2.54777033681991
"265","ppc","MB_MeanSpoilType_LT","20",6.81098285153377,2.49646693774629
"266","ppc","MB_MeanSpoilType_LT","21",6.88422572132558,2.45089390336659
"267","ppc","MB_MeanSpoilType_LT","22",6.94477277709042,2.40778487101384
"268","ppc","MB_MeanSpoilType_LT","23",7.00381418503071,2.36575339284733
"269","ppc","MB_MeanSpoilType_LT","24",7.05862757435336,2.32630334348639
"270","ppc","MB_MeanSpoilType_LT","25",7.10897189465749,2.29070754822088
"271","ppc","MB_MeanSpoilType_LT","26",7.15430700197207,2.25510036686426
"272","ppc","MB_MeanSpoilType_LT","27",7.19050790575428,2.22127500571187
"273","ppc","MB_MeanSpoilType_LT","28",7.22142618054185,2.18826571933395
"274","ppc","MB_MeanSpoilType_LT","29",7.24964923492791,2.15764599405711
"275","ppc","MB_MeanSpoilType_LT","30",7.27594943732041,2.12956207256374
"276","ppc","MB_MeanSpoilType_LT","31",7.30115839262993,2.10426078180683
"277","ppc","MB_MeanSpoilType_LT","32",7.3249416111237,2.08157870236496
"278","ppc","MB_MeanSpoilType_LT","33",7.34575395172388,2.06008053946116
"279","ppc","MB_MeanSpoilType_LT","34",7.36565384829932,2.04033246850582
"280","ppc","MB_MeanSpoilType_LT","35",7.38236393338686,2.02162256627433
"281","ppc","MB_WorstPPCVSL434_CT","1",-0.826604728814865,0.89721231373096
"282","ppc","MB_WorstPPCVSL434_CT","2",0.492445741726062,1.24967215734673
"283","ppc","MB_WorstPPCVSL434_CT","3",2.82474398238017,1.63637776869673
"284","ppc","MB_WorstPPCVSL434_CT","4",4.83491904620217,2.45514055298901
"285","ppc","MB_WorstPPCVSL434_CT","5",5.68035510103389,2.10680706525365
"286","ppc","MB_WorstPPCVSL434_CT","6",6.36380968488948,1.6680000927887
"287","ppc","MB_WorstPPCVSL434_CT","7",6.98608920028924,1.2794109711586
"288","ppc","MB_WorstPPCVSL434_CT","8",7.45101959250526,0.9029304366858
"289","ppc","MB_WorstPPCVSL434_CT","9",7.75103169207149,0.569025457265773
"290","ppc","MB_WorstPPCVSL434_CT","10",7.92623028099792,0.365430367939932
"291","ppc","MB_WorstPPCVSL434_CT","11",7.99918957557882,0.342329851144568
"292","ppc","MB_WorstPPCVSL434_CT","12",8.01849076571839,0.364758093068489
"293","ppc","MB_WorstPPCVSL434_CT","13",8.02178093029302,0.371336858444842
"294","ppc","MB_WorstPPCVSL434_CT","14",8.02178093029302,0.371336858444842
"295","ppc","MB_WorstPPCVSL434_CT","15",8.02178093029302,0.371336858444842
"296","ppc","MB_WorstPPCVSL434_CT","16",8.02178093029302,0.371336858444842
"297","ppc","MB_WorstPPCVSL434_CT","17",8.02178093029302,0.371336858444842
"298","ppc","MB_WorstPPCVSL434_CT","18",8.02178093029302,0.371336858444842
"299","ppc","MB_WorstPPCVSL434_CT","19",8.02178093029302,0.371336858444842
"300","ppc","MB_WorstPPCVSL434_CT","20",8.02178093029302,0.371336858444842
"301","ppc","MB_WorstPPCVSL434_CT","21",8.02178093029302,0.371336858444842
"302","ppc","MB_WorstPPCVSL434_CT","22",8.02178093029302,0.371336858444842
"303","ppc","MB_WorstPPCVSL434_CT","23",8.02178093029302,0.371336858444842
"304","ppc","MB_WorstPPCVSL434_CT","24",8.02178093029302,0.371336858444842
"305","ppc","MB_WorstPPCVSL434_CT","25",8.02178093029302,0.371336858444842
"306","ppc","MB_WorstPPCVSL434_CT","26",8.02178093029302,0.371336858444842
"307","ppc","MB_WorstPPCVSL434_CT","27",8.02178093029302,0.371336858444842
"308","ppc","MB_WorstPPCVSL434_CT","28",8.02178093029302,0.371336858444842
"309","ppc","MB_WorstPPCVSL434_CT","29",8.02178093029302,0.371336858444842
"310","ppc","MB_WorstPPCVSL434_CT","30",8.02178093029302,0.371336858444842
"311","ppc","MB_WorstPPCVSL434_CT","31",8.02178093029302,0.371336858444842
"312","ppc","MB_WorstPPCVSL434_CT","32",8.02178093029302,0.371336858444842
"313","ppc","MB_WorstPPCVSL434_CT","33",8.02178093029302,0.371336858444842
"314","ppc","MB_WorstPPCVSL434_CT","34",8.02178093029302,0.371336858444842
"315","ppc","MB_WorstPPCVSL434_CT","35",8.02178093029302,0.371336858444842
"316","ppc","MB_WorstPPCVSL434_LT","1",-1.1443910258711,0.986527125902914
"317","ppc","MB_WorstPPCVSL434_LT","2",-0.46948259456822,1.65843735549651
"318","ppc","MB_WorstPPCVSL434_LT","3",0.368821321127481,2.21475639378953
"319","ppc","MB_WorstPPCVSL434_LT","4",1.28622360640112,2.70873741106854
"320","ppc","MB_WorstPPCVSL434_LT","5",2.14878526825264,3.03614329553456
"321","ppc","MB_WorstPPCVSL434_LT","6",2.88659638931525,3.24190025232059
"322","ppc","MB_WorstPPCVSL434_LT","7",3.48715488472098,3.32860921128391
"323","ppc","MB_WorstPPCVSL434_LT","8",3.99770673939823,3.36348835409547
"324","ppc","MB_WorstPPCVSL434_LT","9",4.42688840928131,3.3584473641941
"325","ppc","MB_WorstPPCVSL434_LT","10",4.78614025073124,3.32691068539619
"326","ppc","MB_WorstPPCVSL434_LT","11",5.09526634920161,3.28121271007304
"327","ppc","MB_WorstPPCVSL434_LT","12",5.36767196592308,3.23219865167215
"328","ppc","MB_WorstPPCVSL434_LT","13",5.60042022722203,3.177514377355
"329","ppc","MB_WorstPPCVSL434_LT","14",5.80502603971281,3.1254901914475
"330","ppc","MB_WorstPPCVSL434_LT","15",5.97953377010778,3.0726538105403
"331","ppc","MB_WorstPPCVSL434_LT","16",6.12926550030497,3.0187327394773
"332","ppc","MB_WorstPPCVSL434_LT","17",6.25897342309025,2.96414215330361
"333","ppc","MB_WorstPPCVSL434_LT","18",6.37283572516034,2.91178262568553
"334","ppc","MB_WorstPPCVSL434_LT","19",6.47715649152237,2.86274443551145
"335","ppc","MB_WorstPPCVSL434_LT","20",6.57065484291219,2.81645195699217
"336","ppc","MB_WorstPPCVSL434_LT","21",6.65258177442071,2.77449493816767
"337","ppc","MB_WorstPPCVSL434_LT","22",6.72440476001671,2.73602230090318
"338","ppc","MB_WorstPPCVSL434_LT","23",6.78826319926833,2.70082488013836
"339","ppc","MB_WorstPPCVSL434_LT","24",6.84530959687432,2.66787626013893
"340","ppc","MB_WorstPPCVSL434_LT","25",6.89587296333782,2.63671111093715
"341","ppc","MB_WorstPPCVSL434_LT","26",6.94333226043351,2.60816586324102
"342","ppc","MB_WorstPPCVSL434_LT","27",6.98389791953146,2.5817895711025
"343","ppc","MB_WorstPPCVSL434_LT","28",7.01911930746014,2.55670306972632
"344","ppc","MB_WorstPPCVSL434_LT","29",7.04980699382241,2.53305084004468
"345","ppc","MB_WorstPPCVSL434_LT","30",7.07583171203943,2.51000888997406
"346","ppc","MB_WorstPPCVSL434_LT","31",7.10011470386329,2.48869717902994
"347","ppc","MB_WorstPPCVSL434_LT","32",7.12189990897699,2.46856215113552
"348","ppc","MB_WorstPPCVSL434_LT","33",7.14129616052507,2.4490561524889
"349","ppc","MB_WorstPPCVSL434_LT","34",7.15954598333597,2.43022978077963
"350","ppc","MB_WorstPPCVSL434_LT","35",7.17528850869325,2.41095065487429
"351","ppc","NB_MeanSpoilType_CT","1",-0.765736555469529,0.979387390791334
"352","ppc","NB_MeanSpoilType_CT","2",0.510904211470933,1.35617832809833
"353","ppc","NB_MeanSpoilType_CT","3",3.00983075809095,1.55050398527345
"354","ppc","NB_MeanSpoilType_CT","4",5.17446014152108,2.39386775059973
"355","ppc","NB_MeanSpoilType_CT","5",5.96303776323247,2.01441239155707
"356","ppc","NB_MeanSpoilType_CT","6",6.59761738237584,1.57707624888196
"357","ppc","NB_MeanSpoilType_CT","7",7.14925325098059,1.18795439058105
"358","ppc","NB_MeanSpoilType_CT","8",7.54625558426059,0.829364965707948
"359","ppc","NB_MeanSpoilType_CT","9",7.78719557029777,0.526890540354803
"360","ppc","NB_MeanSpoilType_CT","10",7.92364037550077,0.351347873993113
"361","ppc","NB_MeanSpoilType_CT","11",7.97464512714574,0.311358219195872
"362","ppc","NB_MeanSpoilType_CT","12",7.98931437684799,0.327733228421348
"363","ppc","NB_MeanSpoilType_CT","13",7.99089275910861,0.33222153457051
"364","ppc","NB_MeanSpoilType_CT","14",7.99089275910861,0.33222153457051
"365","ppc","NB_MeanSpoilType_CT","15",7.99089275910861,0.33222153457051
"366","ppc","NB_MeanSpoilType_CT","16",7.99089275910861,0.33222153457051
"367","ppc","NB_MeanSpoilType_CT","17",7.99089275910861,0.33222153457051
"368","ppc","NB_MeanSpoilType_CT","18",7.99089275910861,0.33222153457051
"369","ppc","NB_MeanSpoilType_CT","19",7.99089275910861,0.33222153457051
"370","ppc","NB_MeanSpoilType_CT","20",7.99089275910861,0.33222153457051
"371","ppc","NB_MeanSpoilType_CT","21",7.99089275910861,0.33222153457051
"372","ppc","NB_MeanSpoilType_CT","22",7.99089275910861,0.33222153457051
